before: itr =   1, myrank =   0, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
after: itr =   9, myrank =   0, x(  2, 2) =     0.16167E-01, x(  2, 3) =     0.44715E-01
after: itr =   9, myrank =   0, x(  3, 2) =     0.11086E-01, x(  3, 3) =     0.48435E-01
after: itr =   9, myrank =   0, x(  4, 2) =     0.86954E-02, x(  4, 3) =     0.28482E-01
after: itr =   9, myrank =   0, x(  5, 2) =     0.88752E-02, x(  5, 3) =     0.23381E-01
after: itr =   9, myrank =   0, x(  6, 2) =     0.14158E-01, x(  6, 3) =     0.38661E-01
after: itr =   9, myrank =   0, x(  7, 2) =     0.12033E-01, x(  7, 3) =     0.38274E-01
after: itr =   9, myrank =   0, x(  8, 2) =     0.81265E-02, x(  8, 3) =     0.23368E-01
after: itr =   9, myrank =   0, x(  9, 2) =     0.49178E-02, x(  9, 3) =     0.61234E-02
after: itr =   9, myrank =   0, x( 10, 2) =     0.54798E-02, x( 10, 3) =     0.10304E-01
after: itr =   9, myrank =   0, x( 11, 2) =     0.52283E-02, x( 11, 3) =     0.97219E-02
after: itr =   9, myrank =   0, x( 12, 2) =     0.33895E-02, x( 12, 3) =     0.60352E-02
after: itr =   9, myrank =   0, x( 13, 2) =     0.18820E-02, x( 13, 3) =     0.00000E+00
after: itr =   9, myrank =   0, x( 14, 2) =     0.49285E-03, x( 14, 3) =     0.00000E+00
after: itr =   9, myrank =   0, x( 15, 2) =     0.12677E-02, x( 15, 3) =     0.00000E+00
after: itr =   9, myrank =   0, x( 16, 2) =     0.88826E-03, x( 16, 3) =     0.00000E+00
before: itr =  10, myrank =   0, x(  1, 2) =     0.97867E-02, x(  1, 3) =     0.27716E-01
before: itr =  10, myrank =   0, x(  2, 2) =     0.11853E-01, x(  2, 3) =     0.47690E-01
before: itr =  10, myrank =   0, x(  3, 2) =     0.14711E-01, x(  3, 3) =     0.45632E-01
before: itr =  10, myrank =   0, x(  4, 2) =     0.84823E-02, x(  4, 3) =     0.28686E-01
before: itr =  10, myrank =   0, x(  5, 2) =     0.86232E-02, x(  5, 3) =     0.23785E-01
before: itr =  10, myrank =   0, x(  6, 2) =     0.12084E-01, x(  6, 3) =     0.38033E-01
before: itr =  10, myrank =   0, x(  7, 2) =     0.13589E-01, x(  7, 3) =     0.37778E-01
before: itr =  10, myrank =   0, x(  8, 2) =     0.81439E-02, x(  8, 3) =     0.23569E-01
before: itr =  10, myrank =   0, x(  9, 2) =     0.30682E-02, x(  9, 3) =     0.62276E-02
before: itr =  10, myrank =   0, x( 10, 2) =     0.50543E-02, x( 10, 3) =     0.96072E-02
before: itr =  10, myrank =   0, x( 11, 2) =     0.56415E-02, x( 11, 3) =     0.99045E-02
before: itr =  10, myrank =   0, x( 12, 2) =     0.34824E-02, x( 12, 3) =     0.62214E-02
before: itr =  10, myrank =   0, x( 13, 2) =    -0.50735E-04, x( 13, 3) =     0.15442E-02
before: itr =  10, myrank =   0, x( 14, 2) =     0.13214E-02, x( 14, 3) =     0.31182E-02
before: itr =  10, myrank =   0, x( 15, 2) =     0.13290E-02, x( 15, 3) =     0.35879E-02
before: itr =  10, myrank =   0, x( 16, 2) =     0.75871E-03, x( 16, 3) =     0.26420E-02
after: itr =  10, myrank =   0, x(  1, 2) =     0.97867E-02, x(  1, 3) =     0.27716E-01
after: itr =  10, myrank =   0, x(  2, 2) =     0.11853E-01, x(  2, 3) =     0.47690E-01
after: itr =  10, myrank =   0, x(  3, 2) =     0.14711E-01, x(  3, 3) =     0.45632E-01
after: itr =  10, myrank =   0, x(  4, 2) =     0.84823E-02, x(  4, 3) =     0.28686E-01
after: itr =  10, myrank =   0, x(  5, 2) =     0.86232E-02, x(  5, 3) =     0.23785E-01
after: itr =  10, myrank =   0, x(  6, 2) =     0.12084E-01, x(  6, 3) =     0.38033E-01
after: itr =  10, myrank =   0, x(  7, 2) =     0.13589E-01, x(  7, 3) =     0.37778E-01
after: itr =  10, myrank =   0, x(  8, 2) =     0.81439E-02, x(  8, 3) =     0.23569E-01
after: itr =  10, myrank =   0, x(  9, 2) =     0.30682E-02, x(  9, 3) =     0.62276E-02
after: itr =  10, myrank =   0, x( 10, 2) =     0.50543E-02, x( 10, 3) =     0.96072E-02
after: itr =  10, myrank =   0, x( 11, 2) =     0.56415E-02, x( 11, 3) =     0.99045E-02
after: itr =  10, myrank =   0, x( 12, 2) =     0.34824E-02, x( 12, 3) =     0.62214E-02
after: itr =  10, myrank =   0, x( 13, 2) =    -0.50735E-04, x( 13, 3) =     0.00000E+00
after: itr =  10, myrank =   0, x( 14, 2) =     0.13214E-02, x( 14, 3) =     0.00000E+00
after: itr =  10, myrank =   0, x( 15, 2) =     0.13290E-02, x( 15, 3) =     0.00000E+00
after: itr =  10, myrank =   0, x( 16, 2) =     0.75871E-03, x( 16, 3) =     0.00000E+00
before: itr =  11, myrank =   0, x(  1, 2) =     0.71547E-02, x(  1, 3) =     0.29473E-01
before: itr =  11, myrank =   0, x(  2, 2) =     0.14483E-01, x(  2, 3) =     0.45791E-01
before: itr =  11, myrank =   0, x(  3, 2) =     0.13191E-01, x(  3, 3) =     0.46756E-01
before: itr =  11, myrank =   0, x(  4, 2) =     0.82641E-02, x(  4, 3) =     0.28808E-01
before: itr =  11, myrank =   0, x(  5, 2) =     0.72113E-02, x(  5, 3) =     0.23388E-01
before: itr =  11, myrank =   0, x(  6, 2) =     0.13551E-01, x(  6, 3) =     0.37859E-01
before: itr =  11, myrank =   0, x(  7, 2) =     0.12782E-01, x(  7, 3) =     0.38254E-01
before: itr =  11, myrank =   0, x(  8, 2) =     0.79524E-02, x(  8, 3) =     0.23572E-01
before: itr =  11, myrank =   0, x(  9, 2) =     0.30766E-02, x(  9, 3) =     0.59042E-02
before: itr =  11, myrank =   0, x( 10, 2) =     0.57722E-02, x( 10, 3) =     0.10056E-01
before: itr =  11, myrank =   0, x( 11, 2) =     0.54967E-02, x( 11, 3) =     0.10055E-01
before: itr =  11, myrank =   0, x( 12, 2) =     0.33661E-02, x( 12, 3) =     0.61376E-02
before: itr =  11, myrank =   0, x( 13, 2) =     0.11249E-02, x( 13, 3) =     0.17573E-02
before: itr =  11, myrank =   0, x( 14, 2) =     0.13958E-02, x( 14, 3) =     0.33024E-02
before: itr =  11, myrank =   0, x( 15, 2) =     0.12483E-02, x( 15, 3) =     0.36514E-02
before: itr =  11, myrank =   0, x( 16, 2) =     0.77425E-03, x( 16, 3) =     0.26408E-02
after: itr =  11, myrank =   0, x(  1, 2) =     0.71547E-02, x(  1, 3) =     0.29473E-01
after: itr =  11, myrank =   0, x(  2, 2) =     0.14483E-01, x(  2, 3) =     0.45791E-01
after: itr =  11, myrank =   0, x(  3, 2) =     0.13191E-01, x(  3, 3) =     0.46756E-01
after: itr =  11, myrank =   0, x(  4, 2) =     0.82641E-02, x(  4, 3) =     0.28808E-01
after: itr =  11, myrank =   0, x(  5, 2) =     0.72113E-02, x(  5, 3) =     0.23388E-01
after: itr =  11, myrank =   0, x(  6, 2) =     0.13551E-01, x(  6, 3) =     0.37859E-01
after: itr =  11, myrank =   0, x(  7, 2) =     0.12782E-01, x(  7, 3) =     0.38254E-01
after: itr =  11, myrank =   0, x(  8, 2) =     0.79524E-02, x(  8, 3) =     0.23572E-01
after: itr =  11, myrank =   0, x(  9, 2) =     0.30766E-02, x(  9, 3) =     0.59042E-02
after: itr =  11, myrank =   0, x( 10, 2) =     0.57722E-02, x( 10, 3) =     0.10056E-01
after: itr =  11, myrank =   0, x( 11, 2) =     0.54967E-02, x( 11, 3) =     0.10055E-01
after: itr =  11, myrank =   0, x( 12, 2) =     0.33661E-02, x( 12, 3) =     0.61376E-02
after: itr =  11, myrank =   0, x( 13, 2) =     0.11249E-02, x( 13, 3) =     0.00000E+00
after: itr =  11, myrank =   0, x( 14, 2) =     0.13958E-02, x( 14, 3) =     0.00000E+00
after: itr =  11, myrank =   0, x( 15, 2) =     0.12483E-02, x( 15, 3) =     0.00000E+00
after: itr =  11, myrank =   0, x( 16, 2) =     0.77425E-03, x( 16, 3) =     0.00000E+00
before: itr =  12, myrank =   0, x(  1, 2) =     0.92145E-02, x(  1, 3) =     0.28200E-01
before: itr =  12, myrank =   0, x(  2, 2) =     0.13195E-01, x(  2, 3) =     0.46789E-01
before: itr =  12, myrank =   0, x(  3, 2) =     0.13654E-01, x(  3, 3) =     0.46452E-01
before: itr =  12, myrank =   0, x(  4, 2) =     0.84714E-02, x(  4, 3) =     0.28696E-01
before: itr =  12, myrank =   0, x(  5, 2) =     0.87019E-02, x(  5, 3) =     0.23513E-01
before: itr =  12, myrank =   0, x(  6, 2) =     0.12802E-01, x(  6, 3) =     0.38326E-01
before: itr =  12, myrank =   0, x(  7, 2) =     0.13149E-01, x(  7, 3) =     0.38081E-01
before: itr =  12, myrank =   0, x(  8, 2) =     0.81634E-02, x(  8, 3) =     0.23536E-01
before: itr =  12, myrank =   0, x(  9, 2) =     0.38375E-02, x(  9, 3) =     0.63997E-02
before: itr =  12, myrank =   0, x( 10, 2) =     0.55110E-02, x( 10, 3) =     0.10045E-01
before: itr =  12, myrank =   0, x( 11, 2) =     0.55839E-02, x( 11, 3) =     0.99342E-02
before: itr =  12, myrank =   0, x( 12, 2) =     0.34817E-02, x( 12, 3) =     0.61692E-02
before: itr =  12, myrank =   0, x( 13, 2) =     0.74591E-03, x( 13, 3) =     0.17864E-02
before: itr =  12, myrank =   0, x( 14, 2) =     0.11784E-02, x( 14, 3) =     0.32524E-02
before: itr =  12, myrank =   0, x( 15, 2) =     0.12600E-02, x( 15, 3) =     0.36117E-02
before: itr =  12, myrank =   0, x( 16, 2) =     0.79830E-03, x( 16, 3) =     0.26448E-02
after: itr =  12, myrank =   0, x(  1, 2) =     0.92145E-02, x(  1, 3) =     0.28200E-01
after: itr =  12, myrank =   0, x(  2, 2) =     0.13195E-01, x(  2, 3) =     0.46789E-01
after: itr =  12, myrank =   0, x(  3, 2) =     0.13654E-01, x(  3, 3) =     0.46452E-01
after: itr =  12, myrank =   0, x(  4, 2) =     0.84714E-02, x(  4, 3) =     0.28696E-01
after: itr =  12, myrank =   0, x(  5, 2) =     0.87019E-02, x(  5, 3) =     0.23513E-01
after: itr =  12, myrank =   0, x(  6, 2) =     0.12802E-01, x(  6, 3) =     0.38326E-01
after: itr =  12, myrank =   0, x(  7, 2) =     0.13149E-01, x(  7, 3) =     0.38081E-01
after: itr =  12, myrank =   0, x(  8, 2) =     0.81634E-02, x(  8, 3) =     0.23536E-01
after: itr =  12, myrank =   0, x(  9, 2) =     0.38375E-02, x(  9, 3) =     0.63997E-02
after: itr =  12, myrank =   0, x( 10, 2) =     0.55110E-02, x( 10, 3) =     0.10045E-01
after: itr =  12, myrank =   0, x( 11, 2) =     0.55839E-02, x( 11, 3) =     0.99342E-02
after: itr =  12, myrank =   0, x( 12, 2) =     0.34817E-02, x( 12, 3) =     0.61692E-02
after: itr =  12, myrank =   0, x( 13, 2) =     0.74591E-03, x( 13, 3) =     0.00000E+00
after: itr =  12, myrank =   0, x( 14, 2) =     0.11784E-02, x( 14, 3) =     0.00000E+00
after: itr =  12, myrank =   0, x( 15, 2) =     0.12600E-02, x( 15, 3) =     0.00000E+00
after: itr =  12, myrank =   0, x( 16, 2) =     0.79830E-03, x( 16, 3) =     0.00000E+00
before: itr =  13, myrank =   0, x(  1, 2) =     0.79170E-02, x(  1, 3) =     0.29074E-01
before: itr =  13, myrank =   0, x(  2, 2) =     0.13693E-01, x(  2, 3) =     0.46437E-01
before: itr =  13, myrank =   0, x(  3, 2) =     0.13614E-01, x(  3, 3) =     0.46502E-01
before: itr =  13, myrank =   0, x(  4, 2) =     0.83826E-02, x(  4, 3) =     0.28759E-01
before: itr =  13, myrank =   0, x(  5, 2) =     0.76665E-02, x(  5, 3) =     0.23690E-01
before: itr =  13, myrank =   0, x(  6, 2) =     0.13185E-01, x(  6, 3) =     0.38019E-01
before: itr =  13, myrank =   0, x(  7, 2) =     0.13082E-01, x(  7, 3) =     0.38111E-01
before: itr =  13, myrank =   0, x(  8, 2) =     0.80390E-02, x(  8, 3) =     0.23567E-01
before: itr =  13, myrank =   0, x(  9, 2) =     0.31620E-02, x(  9, 3) =     0.60243E-02
before: itr =  13, myrank =   0, x( 10, 2) =     0.55331E-02, x( 10, 3) =     0.98552E-02
before: itr =  13, myrank =   0, x( 11, 2) =     0.55309E-02, x( 11, 3) =     0.99494E-02
before: itr =  13, myrank =   0, x( 12, 2) =     0.33935E-02, x( 12, 3) =     0.61428E-02
before: itr =  13, myrank =   0, x( 13, 2) =     0.71215E-03, x( 13, 3) =     0.16841E-02
before: itr =  13, myrank =   0, x( 14, 2) =     0.12871E-02, x( 14, 3) =     0.32066E-02
before: itr =  13, myrank =   0, x( 15, 2) =     0.12741E-02, x( 15, 3) =     0.36075E-02
before: itr =  13, myrank =   0, x( 16, 2) =     0.76775E-03, x( 16, 3) =     0.26295E-02
after: itr =  13, myrank =   0, x(  1, 2) =     0.79170E-02, x(  1, 3) =     0.29074E-01
after: itr =  13, myrank =   0, x(  2, 2) =     0.13693E-01, x(  2, 3) =     0.46437E-01
after: itr =  13, myrank =   0, x(  3, 2) =     0.13614E-01, x(  3, 3) =     0.46502E-01
after: itr =  13, myrank =   0, x(  4, 2) =     0.83826E-02, x(  4, 3) =     0.28759E-01
after: itr =  13, myrank =   0, x(  5, 2) =     0.76665E-02, x(  5, 3) =     0.23690E-01
after: itr =  13, myrank =   0, x(  6, 2) =     0.13185E-01, x(  6, 3) =     0.38019E-01
after: itr =  13, myrank =   0, x(  7, 2) =     0.13082E-01, x(  7, 3) =     0.38111E-01
after: itr =  13, myrank =   0, x(  8, 2) =     0.80390E-02, x(  8, 3) =     0.23567E-01
after: itr =  13, myrank =   0, x(  9, 2) =     0.31620E-02, x(  9, 3) =     0.60243E-02
after: itr =  13, myrank =   0, x( 10, 2) =     0.55331E-02, x( 10, 3) =     0.98552E-02
after: itr =  13, myrank =   0, x( 11, 2) =     0.55309E-02, x( 11, 3) =     0.99494E-02
after: itr =  13, myrank =   0, x( 12, 2) =     0.33935E-02, x( 12, 3) =     0.61428E-02
after: itr =  13, myrank =   0, x( 13, 2) =     0.71215E-03, x( 13, 3) =     0.00000E+00
after: itr =  13, myrank =   0, x( 14, 2) =     0.12871E-02, x( 14, 3) =     0.00000E+00
after: itr =  13, myrank =   0, x( 15, 2) =     0.12741E-02, x( 15, 3) =     0.00000E+00
after: itr =  13, myrank =   0, x( 16, 2) =     0.76775E-03, x( 16, 3) =     0.00000E+00
before: itr =  14, myrank =   0, x(  1, 2) =     0.86500E-02, x(  1, 3) =     0.28567E-01
before: itr =  14, myrank =   0, x(  2, 2) =     0.13625E-01, x(  2, 3) =     0.46482E-01
before: itr =  14, myrank =   0, x(  3, 2) =     0.13591E-01, x(  3, 3) =     0.46494E-01
before: itr =  14, myrank =   0, x(  4, 2) =     0.84060E-02, x(  4, 3) =     0.28723E-01
before: itr =  14, myrank =   0, x(  5, 2) =     0.83385E-02, x(  5, 3) =     0.23424E-01
before: itr =  14, myrank =   0, x(  6, 2) =     0.13057E-01, x(  6, 3) =     0.38116E-01
before: itr =  14, myrank =   0, x(  7, 2) =     0.13041E-01, x(  7, 3) =     0.38099E-01
before: itr =  14, myrank =   0, x(  8, 2) =     0.80823E-02, x(  8, 3) =     0.23532E-01
before: itr =  14, myrank =   0, x(  9, 2) =     0.35710E-02, x(  9, 3) =     0.62005E-02
before: itr =  14, myrank =   0, x( 10, 2) =     0.55587E-02, x( 10, 3) =     0.10029E-01
before: itr =  14, myrank =   0, x( 11, 2) =     0.55387E-02, x( 11, 3) =     0.99777E-02
before: itr =  14, myrank =   0, x( 12, 2) =     0.34361E-02, x( 12, 3) =     0.61651E-02
before: itr =  14, myrank =   0, x( 13, 2) =     0.85844E-03, x( 13, 3) =     0.17647E-02
before: itr =  14, myrank =   0, x( 14, 2) =     0.12793E-02, x( 14, 3) =     0.32682E-02
before: itr =  14, myrank =   0, x( 15, 2) =     0.12594E-02, x( 15, 3) =     0.36263E-02
before: itr =  14, myrank =   0, x( 16, 2) =     0.79000E-03, x( 16, 3) =     0.26454E-02
after: itr =  14, myrank =   0, x(  1, 2) =     0.86500E-02, x(  1, 3) =     0.28567E-01
after: itr =  14, myrank =   0, x(  2, 2) =     0.13625E-01, x(  2, 3) =     0.46482E-01
after: itr =  14, myrank =   0, x(  3, 2) =     0.13591E-01, x(  3, 3) =     0.46494E-01
after: itr =  14, myrank =   0, x(  4, 2) =     0.84060E-02, x(  4, 3) =     0.28723E-01
after: itr =  14, myrank =   0, x(  5, 2) =     0.83385E-02, x(  5, 3) =     0.23424E-01
after: itr =  14, myrank =   0, x(  6, 2) =     0.13057E-01, x(  6, 3) =     0.38116E-01
after: itr =  14, myrank =   0, x(  7, 2) =     0.13041E-01, x(  7, 3) =     0.38099E-01
after: itr =  14, myrank =   0, x(  8, 2) =     0.80823E-02, x(  8, 3) =     0.23532E-01
after: itr =  14, myrank =   0, x(  9, 2) =     0.35710E-02, x(  9, 3) =     0.62005E-02
after: itr =  14, myrank =   0, x( 10, 2) =     0.55587E-02, x( 10, 3) =     0.10029E-01
after: itr =  14, myrank =   0, x( 11, 2) =     0.55387E-02, x( 11, 3) =     0.99777E-02
after: itr =  14, myrank =   0, x( 12, 2) =     0.34361E-02, x( 12, 3) =     0.61651E-02
after: itr =  14, myrank =   0, x( 13, 2) =     0.85844E-03, x( 13, 3) =     0.00000E+00
after: itr =  14, myrank =   0, x( 14, 2) =     0.12793E-02, x( 14, 3) =     0.00000E+00
after: itr =  14, myrank =   0, x( 15, 2) =     0.12594E-02, x( 15, 3) =     0.00000E+00
after: itr =  14, myrank =   0, x( 16, 2) =     0.79000E-03, x( 16, 3) =     0.00000E+00
before: itr =  15, myrank =   0, x(  1, 2) =     0.83077E-02, x(  1, 3) =     0.28802E-01
before: itr =  15, myrank =   0, x(  2, 2) =     0.13547E-01, x(  2, 3) =     0.46514E-01
before: itr =  15, myrank =   0, x(  3, 2) =     0.13576E-01, x(  3, 3) =     0.46493E-01
before: itr =  15, myrank =   0, x(  4, 2) =     0.83924E-02, x(  4, 3) =     0.28738E-01
before: itr =  15, myrank =   0, x(  5, 2) =     0.79207E-02, x(  5, 3) =     0.23631E-01
before: itr =  15, myrank =   0, x(  6, 2) =     0.13017E-01, x(  6, 3) =     0.38117E-01
before: itr =  15, myrank =   0, x(  7, 2) =     0.13058E-01, x(  7, 3) =     0.38107E-01
before: itr =  15, myrank =   0, x(  8, 2) =     0.80636E-02, x(  8, 3) =     0.23562E-01
before: itr =  15, myrank =   0, x(  9, 2) =     0.33491E-02, x(  9, 3) =     0.61519E-02
before: itr =  15, myrank =   0, x( 10, 2) =     0.55239E-02, x( 10, 3) =     0.99283E-02
before: itr =  15, myrank =   0, x( 11, 2) =     0.55445E-02, x( 11, 3) =     0.99473E-02
before: itr =  15, myrank =   0, x( 12, 2) =     0.34227E-02, x( 12, 3) =     0.61505E-02
before: itr =  15, myrank =   0, x( 13, 2) =     0.72787E-03, x( 13, 3) =     0.17200E-02
before: itr =  15, myrank =   0, x( 14, 2) =     0.12382E-02, x( 14, 3) =     0.32216E-02
before: itr =  15, myrank =   0, x( 15, 2) =     0.12635E-02, x( 15, 3) =     0.36081E-02
before: itr =  15, myrank =   0, x( 16, 2) =     0.77655E-03, x( 16, 3) =     0.26338E-02
after: itr =  15, myrank =   0, x(  1, 2) =     0.83077E-02, x(  1, 3) =     0.28802E-01
after: itr =  15, myrank =   0, x(  2, 2) =     0.13547E-01, x(  2, 3) =     0.46514E-01
after: itr =  15, myrank =   0, x(  3, 2) =     0.13576E-01, x(  3, 3) =     0.46493E-01
after: itr =  15, myrank =   0, x(  4, 2) =     0.83924E-02, x(  4, 3) =     0.28738E-01
after: itr =  15, myrank =   0, x(  5, 2) =     0.79207E-02, x(  5, 3) =     0.23631E-01
after: itr =  15, myrank =   0, x(  6, 2) =     0.13017E-01, x(  6, 3) =     0.38117E-01
after: itr =  15, myrank =   0, x(  7, 2) =     0.13058E-01, x(  7, 3) =     0.38107E-01
after: itr =  15, myrank =   0, x(  8, 2) =     0.80636E-02, x(  8, 3) =     0.23562E-01
after: itr =  15, myrank =   0, x(  9, 2) =     0.33491E-02, x(  9, 3) =     0.61519E-02
after: itr =  15, myrank =   0, x( 10, 2) =     0.55239E-02, x( 10, 3) =     0.99283E-02
after: itr =  15, myrank =   0, x( 11, 2) =     0.55445E-02, x( 11, 3) =     0.99473E-02
after: itr =  15, myrank =   0, x( 12, 2) =     0.34227E-02, x( 12, 3) =     0.61505E-02
after: itr =  15, myrank =   0, x( 13, 2) =     0.72787E-03, x( 13, 3) =     0.00000E+00
after: itr =  15, myrank =   0, x( 14, 2) =     0.12382E-02, x( 14, 3) =     0.00000E+00
after: itr =  15, myrank =   0, x( 15, 2) =     0.12635E-02, x( 15, 3) =     0.00000E+00
after: itr =  15, myrank =   0, x( 16, 2) =     0.77655E-03, x( 16, 3) =     0.00000E+00
before: itr =  16, myrank =   0, x(  1, 2) =     0.84136E-02, x(  1, 3) =     0.28715E-01
before: itr =  16, myrank =   0, x(  2, 2) =     0.13607E-01, x(  2, 3) =     0.46482E-01
before: itr =  16, myrank =   0, x(  3, 2) =     0.13599E-01, x(  3, 3) =     0.46496E-01
before: itr =  16, myrank =   0, x(  4, 2) =     0.84040E-02, x(  4, 3) =     0.28738E-01
before: itr =  16, myrank =   0, x(  5, 2) =     0.81424E-02, x(  5, 3) =     0.23505E-01
before: itr =  16, myrank =   0, x(  6, 2) =     0.13103E-01, x(  6, 3) =     0.38089E-01
before: itr =  16, myrank =   0, x(  7, 2) =     0.13075E-01, x(  7, 3) =     0.38106E-01
before: itr =  16, myrank =   0, x(  8, 2) =     0.80843E-02, x(  8, 3) =     0.23546E-01
before: itr =  16, myrank =   0, x(  9, 2) =     0.34620E-02, x(  9, 3) =     0.61479E-02
before: itr =  16, myrank =   0, x( 10, 2) =     0.55571E-02, x( 10, 3) =     0.99712E-02
before: itr =  16, myrank =   0, x( 11, 2) =     0.55443E-02, x( 11, 3) =     0.99692E-02
before: itr =  16, myrank =   0, x( 12, 2) =     0.34275E-02, x( 12, 3) =     0.61603E-02
before: itr =  16, myrank =   0, x( 13, 2) =     0.81110E-03, x( 13, 3) =     0.17397E-02
before: itr =  16, myrank =   0, x( 14, 2) =     0.12888E-02, x( 14, 3) =     0.32499E-02
before: itr =  16, myrank =   0, x( 15, 2) =     0.12707E-02, x( 15, 3) =     0.36225E-02
before: itr =  16, myrank =   0, x( 16, 2) =     0.78628E-03, x( 16, 3) =     0.26423E-02
after: itr =  16, myrank =   0, x(  1, 2) =     0.84136E-02, x(  1, 3) =     0.28715E-01
after: itr =  16, myrank =   0, x(  2, 2) =     0.13607E-01, x(  2, 3) =     0.46482E-01
after: itr =  16, myrank =   0, x(  3, 2) =     0.13599E-01, x(  3, 3) =     0.46496E-01
after: itr =  16, myrank =   0, x(  4, 2) =     0.84040E-02, x(  4, 3) =     0.28738E-01
after: itr =  16, myrank =   0, x(  5, 2) =     0.81424E-02, x(  5, 3) =     0.23505E-01
after: itr =  16, myrank =   0, x(  6, 2) =     0.13103E-01, x(  6, 3) =     0.38089E-01
after: itr =  16, myrank =   0, x(  7, 2) =     0.13075E-01, x(  7, 3) =     0.38106E-01
after: itr =  16, myrank =   0, x(  8, 2) =     0.80843E-02, x(  8, 3) =     0.23546E-01
after: itr =  16, myrank =   0, x(  9, 2) =     0.34620E-02, x(  9, 3) =     0.61479E-02
after: itr =  16, myrank =   0, x( 10, 2) =     0.55571E-02, x( 10, 3) =     0.99712E-02
after: itr =  16, myrank =   0, x( 11, 2) =     0.55443E-02, x( 11, 3) =     0.99692E-02
after: itr =  16, myrank =   0, x( 12, 2) =     0.34275E-02, x( 12, 3) =     0.61603E-02
after: itr =  16, myrank =   0, x( 13, 2) =     0.81110E-03, x( 13, 3) =     0.00000E+00
after: itr =  16, myrank =   0, x( 14, 2) =     0.12888E-02, x( 14, 3) =     0.00000E+00
after: itr =  16, myrank =   0, x( 15, 2) =     0.12707E-02, x( 15, 3) =     0.00000E+00
after: itr =  16, myrank =   0, x( 16, 2) =     0.78628E-03, x( 16, 3) =     0.00000E+00
before: itr =  17, myrank =   0, x(  1, 2) =     0.84094E-02, x(  1, 3) =     0.28738E-01
before: itr =  17, myrank =   0, x(  2, 2) =     0.13595E-01, x(  2, 3) =     0.46503E-01
before: itr =  17, myrank =   0, x(  3, 2) =     0.13593E-01, x(  3, 3) =     0.46498E-01
before: itr =  17, myrank =   0, x(  4, 2) =     0.84019E-02, x(  4, 3) =     0.28734E-01
before: itr =  17, myrank =   0, x(  5, 2) =     0.80488E-02, x(  5, 3) =     0.23573E-01
before: itr =  17, myrank =   0, x(  6, 2) =     0.13040E-01, x(  6, 3) =     0.38121E-01
before: itr =  17, myrank =   0, x(  7, 2) =     0.13054E-01, x(  7, 3) =     0.38108E-01
before: itr =  17, myrank =   0, x(  8, 2) =     0.80651E-02, x(  8, 3) =     0.23553E-01
before: itr =  17, myrank =   0, x(  9, 2) =     0.34102E-02, x(  9, 3) =     0.61647E-02
before: itr =  17, myrank =   0, x( 10, 2) =     0.55350E-02, x( 10, 3) =     0.99618E-02
before: itr =  17, myrank =   0, x( 11, 2) =     0.55420E-02, x( 11, 3) =     0.99585E-02
before: itr =  17, myrank =   0, x( 12, 2) =     0.34246E-02, x( 12, 3) =     0.61538E-02
before: itr =  17, myrank =   0, x( 13, 2) =     0.76921E-03, x( 13, 3) =     0.17335E-02
before: itr =  17, myrank =   0, x( 14, 2) =     0.12493E-02, x( 14, 3) =     0.32362E-02
before: itr =  17, myrank =   0, x( 15, 2) =     0.12590E-02, x( 15, 3) =     0.36134E-02
before: itr =  17, myrank =   0, x( 16, 2) =     0.77778E-03, x( 16, 3) =     0.26363E-02
after: itr =  17, myrank =   0, x(  1, 2) =     0.84094E-02, x(  1, 3) =     0.28738E-01
after: itr =  17, myrank =   0, x(  2, 2) =     0.13595E-01, x(  2, 3) =     0.46503E-01
after: itr =  17, myrank =   0, x(  3, 2) =     0.13593E-01, x(  3, 3) =     0.46498E-01
after: itr =  17, myrank =   0, x(  4, 2) =     0.84019E-02, x(  4, 3) =     0.28734E-01
after: itr =  17, myrank =   0, x(  5, 2) =     0.80488E-02, x(  5, 3) =     0.23573E-01
after: itr =  17, myrank =   0, x(  6, 2) =     0.13040E-01, x(  6, 3) =     0.38121E-01
after: itr =  17, myrank =   0, x(  7, 2) =     0.13054E-01, x(  7, 3) =     0.38108E-01
after: itr =  17, myrank =   0, x(  8, 2) =     0.80651E-02, x(  8, 3) =     0.23553E-01
after: itr =  17, myrank =   0, x(  9, 2) =     0.34102E-02, x(  9, 3) =     0.61647E-02
after: itr =  17, myrank =   0, x( 10, 2) =     0.55350E-02, x( 10, 3) =     0.99618E-02
after: itr =  17, myrank =   0, x( 11, 2) =     0.55420E-02, x( 11, 3) =     0.99585E-02
after: itr =  17, myrank =   0, x( 12, 2) =     0.34246E-02, x( 12, 3) =     0.61538E-02
after: itr =  17, myrank =   0, x( 13, 2) =     0.76921E-03, x( 13, 3) =     0.00000E+00
after: itr =  17, myrank =   0, x( 14, 2) =     0.12493E-02, x( 14, 3) =     0.00000E+00
after: itr =  17, myrank =   0, x( 15, 2) =     0.12590E-02, x( 15, 3) =     0.00000E+00
after: itr =  17, myrank =   0, x( 16, 2) =     0.77778E-03, x( 16, 3) =     0.00000E+00
before: itr =  18, myrank =   0, x(  1, 2) =     0.83907E-02, x(  1, 3) =     0.28740E-01
before: itr =  18, myrank =   0, x(  2, 2) =     0.13584E-01, x(  2, 3) =     0.46494E-01
