before: itr =   1, myrank =   0, x( -3, 2) =     0.00000E+00, x( -3, 3) =     0.00000E+00
after: itr =  26, myrank =   0, x(  6, 2) =     0.38105E-01, x(  6, 3) =     0.97458E-01
after: itr =  26, myrank =   0, x(  7, 2) =     0.38105E-01, x(  7, 3) =     0.97458E-01
after: itr =  26, myrank =   0, x(  8, 2) =     0.23551E-01, x(  8, 3) =     0.60232E-01
after: itr =  26, myrank =   0, x(  9, 2) =     0.61562E-02, x(  9, 3) =     0.00000E+00
after: itr =  26, myrank =   0, x( 10, 2) =     0.99609E-02, x( 10, 3) =     0.00000E+00
after: itr =  26, myrank =   0, x( 11, 2) =     0.99609E-02, x( 11, 3) =     0.00000E+00
after: itr =  26, myrank =   0, x( 12, 2) =     0.61562E-02, x( 12, 3) =     0.00000E+00
after: itr =  26, myrank =   0, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.00000E+00
after: itr =  26, myrank =   0, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.00000E+00
after: itr =  26, myrank =   0, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.00000E+00
after: itr =  26, myrank =   0, x( 16, 2) =     0.00000E+00, x( 16, 3) =     0.00000E+00
after: itr =  26, myrank =   0, x( 17, 2) =     0.00000E+00, x( 17, 3) =     0.00000E+00
after: itr =  26, myrank =   0, x( 18, 2) =     0.00000E+00, x( 18, 3) =     0.00000E+00
after: itr =  26, myrank =   0, x( 19, 2) =     0.00000E+00, x( 19, 3) =     0.00000E+00
after: itr =  26, myrank =   0, x( 20, 2) =     0.00000E+00, x( 20, 3) =     0.00000E+00
before: itr =  31, myrank =   0, x( -3, 2) =     0.00000E+00, x( -3, 3) =     0.86928E-01
before: itr =  31, myrank =   0, x( -2, 2) =     0.00000E+00, x( -2, 3) =     0.14065E+00
before: itr =  31, myrank =   0, x( -1, 2) =     0.00000E+00, x( -1, 3) =     0.14065E+00
before: itr =  31, myrank =   0, x(  0, 2) =     0.00000E+00, x(  0, 3) =     0.86928E-01
before: itr =  31, myrank =   0, x(  1, 2) =     0.28736E-01, x(  1, 3) =     0.93969E-01
before: itr =  31, myrank =   0, x(  2, 2) =     0.46495E-01, x(  2, 3) =     0.15204E+00
before: itr =  31, myrank =   0, x(  3, 2) =     0.46495E-01, x(  3, 3) =     0.15204E+00
before: itr =  31, myrank =   0, x(  4, 2) =     0.28736E-01, x(  4, 3) =     0.93969E-01
before: itr =  31, myrank =   0, x(  5, 2) =     0.23550E-01, x(  5, 3) =     0.60232E-01
before: itr =  31, myrank =   0, x(  6, 2) =     0.38105E-01, x(  6, 3) =     0.97458E-01
before: itr =  31, myrank =   0, x(  7, 2) =     0.38105E-01, x(  7, 3) =     0.97458E-01
before: itr =  31, myrank =   0, x(  8, 2) =     0.23550E-01, x(  8, 3) =     0.60232E-01
before: itr =  31, myrank =   0, x(  9, 2) =     0.61562E-02, x(  9, 3) =     0.00000E+00
before: itr =  31, myrank =   0, x( 10, 2) =     0.99609E-02, x( 10, 3) =     0.00000E+00
before: itr =  31, myrank =   0, x( 11, 2) =     0.99609E-02, x( 11, 3) =     0.00000E+00
before: itr =  31, myrank =   0, x( 12, 2) =     0.61562E-02, x( 12, 3) =     0.00000E+00
before: itr =  31, myrank =   0, x( 13, 2) =     0.17345E-02, x( 13, 3) =     0.00000E+00
before: itr =  31, myrank =   0, x( 14, 2) =     0.32401E-02, x( 14, 3) =     0.00000E+00
before: itr =  31, myrank =   0, x( 15, 2) =     0.36165E-02, x( 15, 3) =     0.00000E+00
before: itr =  31, myrank =   0, x( 16, 2) =     0.26386E-02, x( 16, 3) =     0.00000E+00
before: itr =  31, myrank =   0, x( 17, 2) =     0.00000E+00, x( 17, 3) =     0.00000E+00
before: itr =  31, myrank =   0, x( 18, 2) =     0.00000E+00, x( 18, 3) =     0.00000E+00
before: itr =  31, myrank =   0, x( 19, 2) =     0.00000E+00, x( 19, 3) =     0.00000E+00
before: itr =  31, myrank =   0, x( 20, 2) =     0.00000E+00, x( 20, 3) =     0.00000E+00
after: itr =  31, myrank =   0, x( -3, 2) =     0.00000E+00, x( -3, 3) =     0.86928E-01
after: itr =  31, myrank =   0, x( -2, 2) =     0.00000E+00, x( -2, 3) =     0.14065E+00
after: itr =  31, myrank =   0, x( -1, 2) =     0.00000E+00, x( -1, 3) =     0.14065E+00
after: itr =  31, myrank =   0, x(  0, 2) =     0.00000E+00, x(  0, 3) =     0.86928E-01
after: itr =  31, myrank =   0, x(  1, 2) =     0.28736E-01, x(  1, 3) =     0.93969E-01
after: itr =  31, myrank =   0, x(  2, 2) =     0.46495E-01, x(  2, 3) =     0.15204E+00
after: itr =  31, myrank =   0, x(  3, 2) =     0.46495E-01, x(  3, 3) =     0.15204E+00
after: itr =  31, myrank =   0, x(  4, 2) =     0.28736E-01, x(  4, 3) =     0.93969E-01
after: itr =  31, myrank =   0, x(  5, 2) =     0.23550E-01, x(  5, 3) =     0.60232E-01
after: itr =  31, myrank =   0, x(  6, 2) =     0.38105E-01, x(  6, 3) =     0.97458E-01
after: itr =  31, myrank =   0, x(  7, 2) =     0.38105E-01, x(  7, 3) =     0.97458E-01
after: itr =  31, myrank =   0, x(  8, 2) =     0.23550E-01, x(  8, 3) =     0.60232E-01
after: itr =  31, myrank =   0, x(  9, 2) =     0.61562E-02, x(  9, 3) =     0.00000E+00
after: itr =  31, myrank =   0, x( 10, 2) =     0.99609E-02, x( 10, 3) =     0.00000E+00
after: itr =  31, myrank =   0, x( 11, 2) =     0.99609E-02, x( 11, 3) =     0.00000E+00
after: itr =  31, myrank =   0, x( 12, 2) =     0.61562E-02, x( 12, 3) =     0.00000E+00
after: itr =  31, myrank =   0, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.00000E+00
after: itr =  31, myrank =   0, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.00000E+00
after: itr =  31, myrank =   0, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.00000E+00
after: itr =  31, myrank =   0, x( 16, 2) =     0.00000E+00, x( 16, 3) =     0.00000E+00
after: itr =  31, myrank =   0, x( 17, 2) =     0.00000E+00, x( 17, 3) =     0.00000E+00
after: itr =  31, myrank =   0, x( 18, 2) =     0.00000E+00, x( 18, 3) =     0.00000E+00
after: itr =  31, myrank =   0, x( 19, 2) =     0.00000E+00, x( 19, 3) =     0.00000E+00
after: itr =  31, myrank =   0, x( 20, 2) =     0.00000E+00, x( 20, 3) =     0.00000E+00
