before: itr =   1, myrank =   1, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
after: itr =   9, myrank =   1, x(  3, 2) =     0.00000E+00, x(  3, 3) =     0.00000E+00
after: itr =   9, myrank =   1, x(  4, 2) =     0.00000E+00, x(  4, 3) =     0.00000E+00
after: itr =   9, myrank =   1, x(  5, 2) =     0.00000E+00, x(  5, 3) =     0.00000E+00
after: itr =   9, myrank =   1, x(  6, 2) =     0.00000E+00, x(  6, 3) =     0.00000E+00
after: itr =   9, myrank =   1, x(  7, 2) =     0.00000E+00, x(  7, 3) =     0.00000E+00
after: itr =   9, myrank =   1, x(  8, 2) =     0.51432-320, x(  8, 3) =     0.00000E+00
after: itr =   9, myrank =   1, x(  9, 2) =     0.00000E+00, x(  9, 3) =     0.30005E-01
after: itr =   9, myrank =   1, x( 10, 2) =     0.00000E+00, x( 10, 3) =     0.44715E-01
after: itr =   9, myrank =   1, x( 11, 2) =     0.00000E+00, x( 11, 3) =     0.48435E-01
after: itr =   9, myrank =   1, x( 12, 2) =     0.00000E+00, x( 12, 3) =     0.28482E-01
after: itr =   9, myrank =   1, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.23381E-01
after: itr =   9, myrank =   1, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.38661E-01
after: itr =   9, myrank =   1, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.38274E-01
after: itr =   9, myrank =   1, x( 16, 2) =     0.27285-314, x( 16, 3) =     0.23368E-01
before: itr =  10, myrank =   1, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
before: itr =  10, myrank =   1, x(  2, 2) =     0.00000E+00, x(  2, 3) =     0.00000E+00
before: itr =  10, myrank =   1, x(  3, 2) =     0.00000E+00, x(  3, 3) =     0.00000E+00
before: itr =  10, myrank =   1, x(  4, 2) =     0.00000E+00, x(  4, 3) =     0.00000E+00
before: itr =  10, myrank =   1, x(  5, 2) =     0.00000E+00, x(  5, 3) =     0.00000E+00
before: itr =  10, myrank =   1, x(  6, 2) =     0.00000E+00, x(  6, 3) =     0.00000E+00
before: itr =  10, myrank =   1, x(  7, 2) =     0.00000E+00, x(  7, 3) =     0.00000E+00
before: itr =  10, myrank =   1, x(  8, 2) =     0.51432-320, x(  8, 3) =     0.00000E+00
before: itr =  10, myrank =   1, x(  9, 2) =     0.00000E+00, x(  9, 3) =     0.30005E-01
before: itr =  10, myrank =   1, x( 10, 2) =     0.00000E+00, x( 10, 3) =     0.44715E-01
before: itr =  10, myrank =   1, x( 11, 2) =     0.00000E+00, x( 11, 3) =     0.48435E-01
before: itr =  10, myrank =   1, x( 12, 2) =     0.00000E+00, x( 12, 3) =     0.28482E-01
before: itr =  10, myrank =   1, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.23381E-01
before: itr =  10, myrank =   1, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.38661E-01
before: itr =  10, myrank =   1, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.38274E-01
before: itr =  10, myrank =   1, x( 16, 2) =     0.27285-314, x( 16, 3) =     0.23368E-01
after: itr =  10, myrank =   1, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
after: itr =  10, myrank =   1, x(  2, 2) =     0.00000E+00, x(  2, 3) =     0.00000E+00
after: itr =  10, myrank =   1, x(  3, 2) =     0.00000E+00, x(  3, 3) =     0.00000E+00
after: itr =  10, myrank =   1, x(  4, 2) =     0.00000E+00, x(  4, 3) =     0.00000E+00
after: itr =  10, myrank =   1, x(  5, 2) =     0.00000E+00, x(  5, 3) =     0.00000E+00
after: itr =  10, myrank =   1, x(  6, 2) =     0.00000E+00, x(  6, 3) =     0.00000E+00
after: itr =  10, myrank =   1, x(  7, 2) =     0.00000E+00, x(  7, 3) =     0.00000E+00
after: itr =  10, myrank =   1, x(  8, 2) =     0.51432-320, x(  8, 3) =     0.00000E+00
after: itr =  10, myrank =   1, x(  9, 2) =     0.00000E+00, x(  9, 3) =     0.27716E-01
after: itr =  10, myrank =   1, x( 10, 2) =     0.00000E+00, x( 10, 3) =     0.47690E-01
after: itr =  10, myrank =   1, x( 11, 2) =     0.00000E+00, x( 11, 3) =     0.45632E-01
after: itr =  10, myrank =   1, x( 12, 2) =     0.00000E+00, x( 12, 3) =     0.28686E-01
after: itr =  10, myrank =   1, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.23785E-01
after: itr =  10, myrank =   1, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.38033E-01
after: itr =  10, myrank =   1, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.37778E-01
after: itr =  10, myrank =   1, x( 16, 2) =     0.27285-314, x( 16, 3) =     0.23569E-01
before: itr =  11, myrank =   1, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
before: itr =  11, myrank =   1, x(  2, 2) =     0.00000E+00, x(  2, 3) =     0.00000E+00
before: itr =  11, myrank =   1, x(  3, 2) =     0.00000E+00, x(  3, 3) =     0.00000E+00
before: itr =  11, myrank =   1, x(  4, 2) =     0.00000E+00, x(  4, 3) =     0.00000E+00
before: itr =  11, myrank =   1, x(  5, 2) =     0.00000E+00, x(  5, 3) =     0.00000E+00
before: itr =  11, myrank =   1, x(  6, 2) =     0.00000E+00, x(  6, 3) =     0.00000E+00
before: itr =  11, myrank =   1, x(  7, 2) =     0.00000E+00, x(  7, 3) =     0.00000E+00
before: itr =  11, myrank =   1, x(  8, 2) =     0.51432-320, x(  8, 3) =     0.00000E+00
before: itr =  11, myrank =   1, x(  9, 2) =     0.00000E+00, x(  9, 3) =     0.27716E-01
before: itr =  11, myrank =   1, x( 10, 2) =     0.00000E+00, x( 10, 3) =     0.47690E-01
before: itr =  11, myrank =   1, x( 11, 2) =     0.00000E+00, x( 11, 3) =     0.45632E-01
before: itr =  11, myrank =   1, x( 12, 2) =     0.00000E+00, x( 12, 3) =     0.28686E-01
before: itr =  11, myrank =   1, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.23785E-01
before: itr =  11, myrank =   1, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.38033E-01
before: itr =  11, myrank =   1, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.37778E-01
before: itr =  11, myrank =   1, x( 16, 2) =     0.27285-314, x( 16, 3) =     0.23569E-01
after: itr =  11, myrank =   1, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
after: itr =  11, myrank =   1, x(  2, 2) =     0.00000E+00, x(  2, 3) =     0.00000E+00
after: itr =  11, myrank =   1, x(  3, 2) =     0.00000E+00, x(  3, 3) =     0.00000E+00
after: itr =  11, myrank =   1, x(  4, 2) =     0.00000E+00, x(  4, 3) =     0.00000E+00
after: itr =  11, myrank =   1, x(  5, 2) =     0.00000E+00, x(  5, 3) =     0.00000E+00
after: itr =  11, myrank =   1, x(  6, 2) =     0.00000E+00, x(  6, 3) =     0.00000E+00
after: itr =  11, myrank =   1, x(  7, 2) =     0.00000E+00, x(  7, 3) =     0.00000E+00
after: itr =  11, myrank =   1, x(  8, 2) =     0.51432-320, x(  8, 3) =     0.00000E+00
after: itr =  11, myrank =   1, x(  9, 2) =     0.00000E+00, x(  9, 3) =     0.29473E-01
after: itr =  11, myrank =   1, x( 10, 2) =     0.00000E+00, x( 10, 3) =     0.45791E-01
after: itr =  11, myrank =   1, x( 11, 2) =     0.00000E+00, x( 11, 3) =     0.46756E-01
after: itr =  11, myrank =   1, x( 12, 2) =     0.00000E+00, x( 12, 3) =     0.28808E-01
after: itr =  11, myrank =   1, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.23388E-01
after: itr =  11, myrank =   1, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.37859E-01
after: itr =  11, myrank =   1, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.38254E-01
after: itr =  11, myrank =   1, x( 16, 2) =     0.27285-314, x( 16, 3) =     0.23572E-01
before: itr =  12, myrank =   1, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
before: itr =  12, myrank =   1, x(  2, 2) =     0.00000E+00, x(  2, 3) =     0.00000E+00
before: itr =  12, myrank =   1, x(  3, 2) =     0.00000E+00, x(  3, 3) =     0.00000E+00
before: itr =  12, myrank =   1, x(  4, 2) =     0.00000E+00, x(  4, 3) =     0.00000E+00
before: itr =  12, myrank =   1, x(  5, 2) =     0.00000E+00, x(  5, 3) =     0.00000E+00
before: itr =  12, myrank =   1, x(  6, 2) =     0.00000E+00, x(  6, 3) =     0.00000E+00
before: itr =  12, myrank =   1, x(  7, 2) =     0.00000E+00, x(  7, 3) =     0.00000E+00
before: itr =  12, myrank =   1, x(  8, 2) =     0.51432-320, x(  8, 3) =     0.00000E+00
before: itr =  12, myrank =   1, x(  9, 2) =     0.00000E+00, x(  9, 3) =     0.29473E-01
before: itr =  12, myrank =   1, x( 10, 2) =     0.00000E+00, x( 10, 3) =     0.45791E-01
before: itr =  12, myrank =   1, x( 11, 2) =     0.00000E+00, x( 11, 3) =     0.46756E-01
before: itr =  12, myrank =   1, x( 12, 2) =     0.00000E+00, x( 12, 3) =     0.28808E-01
before: itr =  12, myrank =   1, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.23388E-01
before: itr =  12, myrank =   1, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.37859E-01
before: itr =  12, myrank =   1, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.38254E-01
before: itr =  12, myrank =   1, x( 16, 2) =     0.27285-314, x( 16, 3) =     0.23572E-01
after: itr =  12, myrank =   1, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
after: itr =  12, myrank =   1, x(  2, 2) =     0.00000E+00, x(  2, 3) =     0.00000E+00
after: itr =  12, myrank =   1, x(  3, 2) =     0.00000E+00, x(  3, 3) =     0.00000E+00
after: itr =  12, myrank =   1, x(  4, 2) =     0.00000E+00, x(  4, 3) =     0.00000E+00
after: itr =  12, myrank =   1, x(  5, 2) =     0.00000E+00, x(  5, 3) =     0.00000E+00
after: itr =  12, myrank =   1, x(  6, 2) =     0.00000E+00, x(  6, 3) =     0.00000E+00
after: itr =  12, myrank =   1, x(  7, 2) =     0.00000E+00, x(  7, 3) =     0.00000E+00
after: itr =  12, myrank =   1, x(  8, 2) =     0.51432-320, x(  8, 3) =     0.00000E+00
after: itr =  12, myrank =   1, x(  9, 2) =     0.00000E+00, x(  9, 3) =     0.28200E-01
after: itr =  12, myrank =   1, x( 10, 2) =     0.00000E+00, x( 10, 3) =     0.46789E-01
after: itr =  12, myrank =   1, x( 11, 2) =     0.00000E+00, x( 11, 3) =     0.46452E-01
after: itr =  12, myrank =   1, x( 12, 2) =     0.00000E+00, x( 12, 3) =     0.28696E-01
after: itr =  12, myrank =   1, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.23513E-01
after: itr =  12, myrank =   1, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.38326E-01
after: itr =  12, myrank =   1, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.38081E-01
after: itr =  12, myrank =   1, x( 16, 2) =     0.27285-314, x( 16, 3) =     0.23536E-01
before: itr =  13, myrank =   1, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
before: itr =  13, myrank =   1, x(  2, 2) =     0.00000E+00, x(  2, 3) =     0.00000E+00
before: itr =  13, myrank =   1, x(  3, 2) =     0.00000E+00, x(  3, 3) =     0.00000E+00
before: itr =  13, myrank =   1, x(  4, 2) =     0.00000E+00, x(  4, 3) =     0.00000E+00
before: itr =  13, myrank =   1, x(  5, 2) =     0.00000E+00, x(  5, 3) =     0.00000E+00
before: itr =  13, myrank =   1, x(  6, 2) =     0.00000E+00, x(  6, 3) =     0.00000E+00
before: itr =  13, myrank =   1, x(  7, 2) =     0.00000E+00, x(  7, 3) =     0.00000E+00
before: itr =  13, myrank =   1, x(  8, 2) =     0.51432-320, x(  8, 3) =     0.00000E+00
before: itr =  13, myrank =   1, x(  9, 2) =     0.00000E+00, x(  9, 3) =     0.28200E-01
before: itr =  13, myrank =   1, x( 10, 2) =     0.00000E+00, x( 10, 3) =     0.46789E-01
before: itr =  13, myrank =   1, x( 11, 2) =     0.00000E+00, x( 11, 3) =     0.46452E-01
before: itr =  13, myrank =   1, x( 12, 2) =     0.00000E+00, x( 12, 3) =     0.28696E-01
before: itr =  13, myrank =   1, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.23513E-01
before: itr =  13, myrank =   1, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.38326E-01
before: itr =  13, myrank =   1, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.38081E-01
before: itr =  13, myrank =   1, x( 16, 2) =     0.27285-314, x( 16, 3) =     0.23536E-01
after: itr =  13, myrank =   1, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
after: itr =  13, myrank =   1, x(  2, 2) =     0.00000E+00, x(  2, 3) =     0.00000E+00
after: itr =  13, myrank =   1, x(  3, 2) =     0.00000E+00, x(  3, 3) =     0.00000E+00
after: itr =  13, myrank =   1, x(  4, 2) =     0.00000E+00, x(  4, 3) =     0.00000E+00
after: itr =  13, myrank =   1, x(  5, 2) =     0.00000E+00, x(  5, 3) =     0.00000E+00
after: itr =  13, myrank =   1, x(  6, 2) =     0.00000E+00, x(  6, 3) =     0.00000E+00
after: itr =  13, myrank =   1, x(  7, 2) =     0.00000E+00, x(  7, 3) =     0.00000E+00
after: itr =  13, myrank =   1, x(  8, 2) =     0.51432-320, x(  8, 3) =     0.00000E+00
after: itr =  13, myrank =   1, x(  9, 2) =     0.00000E+00, x(  9, 3) =     0.29074E-01
after: itr =  13, myrank =   1, x( 10, 2) =     0.00000E+00, x( 10, 3) =     0.46437E-01
after: itr =  13, myrank =   1, x( 11, 2) =     0.00000E+00, x( 11, 3) =     0.46502E-01
after: itr =  13, myrank =   1, x( 12, 2) =     0.00000E+00, x( 12, 3) =     0.28759E-01
after: itr =  13, myrank =   1, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.23690E-01
after: itr =  13, myrank =   1, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.38019E-01
after: itr =  13, myrank =   1, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.38111E-01
after: itr =  13, myrank =   1, x( 16, 2) =     0.27285-314, x( 16, 3) =     0.23567E-01
before: itr =  14, myrank =   1, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
before: itr =  14, myrank =   1, x(  2, 2) =     0.00000E+00, x(  2, 3) =     0.00000E+00
before: itr =  14, myrank =   1, x(  3, 2) =     0.00000E+00, x(  3, 3) =     0.00000E+00
before: itr =  14, myrank =   1, x(  4, 2) =     0.00000E+00, x(  4, 3) =     0.00000E+00
before: itr =  14, myrank =   1, x(  5, 2) =     0.00000E+00, x(  5, 3) =     0.00000E+00
before: itr =  14, myrank =   1, x(  6, 2) =     0.00000E+00, x(  6, 3) =     0.00000E+00
before: itr =  14, myrank =   1, x(  7, 2) =     0.00000E+00, x(  7, 3) =     0.00000E+00
before: itr =  14, myrank =   1, x(  8, 2) =     0.51432-320, x(  8, 3) =     0.00000E+00
before: itr =  14, myrank =   1, x(  9, 2) =     0.00000E+00, x(  9, 3) =     0.29074E-01
before: itr =  14, myrank =   1, x( 10, 2) =     0.00000E+00, x( 10, 3) =     0.46437E-01
before: itr =  14, myrank =   1, x( 11, 2) =     0.00000E+00, x( 11, 3) =     0.46502E-01
before: itr =  14, myrank =   1, x( 12, 2) =     0.00000E+00, x( 12, 3) =     0.28759E-01
before: itr =  14, myrank =   1, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.23690E-01
before: itr =  14, myrank =   1, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.38019E-01
before: itr =  14, myrank =   1, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.38111E-01
before: itr =  14, myrank =   1, x( 16, 2) =     0.27285-314, x( 16, 3) =     0.23567E-01
after: itr =  14, myrank =   1, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
after: itr =  14, myrank =   1, x(  2, 2) =     0.00000E+00, x(  2, 3) =     0.00000E+00
after: itr =  14, myrank =   1, x(  3, 2) =     0.00000E+00, x(  3, 3) =     0.00000E+00
after: itr =  14, myrank =   1, x(  4, 2) =     0.00000E+00, x(  4, 3) =     0.00000E+00
after: itr =  14, myrank =   1, x(  5, 2) =     0.00000E+00, x(  5, 3) =     0.00000E+00
after: itr =  14, myrank =   1, x(  6, 2) =     0.00000E+00, x(  6, 3) =     0.00000E+00
after: itr =  14, myrank =   1, x(  7, 2) =     0.00000E+00, x(  7, 3) =     0.00000E+00
after: itr =  14, myrank =   1, x(  8, 2) =     0.51432-320, x(  8, 3) =     0.00000E+00
after: itr =  14, myrank =   1, x(  9, 2) =     0.00000E+00, x(  9, 3) =     0.28567E-01
after: itr =  14, myrank =   1, x( 10, 2) =     0.00000E+00, x( 10, 3) =     0.46482E-01
after: itr =  14, myrank =   1, x( 11, 2) =     0.00000E+00, x( 11, 3) =     0.46494E-01
after: itr =  14, myrank =   1, x( 12, 2) =     0.00000E+00, x( 12, 3) =     0.28723E-01
after: itr =  14, myrank =   1, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.23424E-01
after: itr =  14, myrank =   1, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.38116E-01
after: itr =  14, myrank =   1, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.38099E-01
after: itr =  14, myrank =   1, x( 16, 2) =     0.27285-314, x( 16, 3) =     0.23532E-01
before: itr =  15, myrank =   1, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
before: itr =  15, myrank =   1, x(  2, 2) =     0.00000E+00, x(  2, 3) =     0.00000E+00
before: itr =  15, myrank =   1, x(  3, 2) =     0.00000E+00, x(  3, 3) =     0.00000E+00
before: itr =  15, myrank =   1, x(  4, 2) =     0.00000E+00, x(  4, 3) =     0.00000E+00
before: itr =  15, myrank =   1, x(  5, 2) =     0.00000E+00, x(  5, 3) =     0.00000E+00
before: itr =  15, myrank =   1, x(  6, 2) =     0.00000E+00, x(  6, 3) =     0.00000E+00
before: itr =  15, myrank =   1, x(  7, 2) =     0.00000E+00, x(  7, 3) =     0.00000E+00
before: itr =  15, myrank =   1, x(  8, 2) =     0.51432-320, x(  8, 3) =     0.00000E+00
before: itr =  15, myrank =   1, x(  9, 2) =     0.00000E+00, x(  9, 3) =     0.28567E-01
before: itr =  15, myrank =   1, x( 10, 2) =     0.00000E+00, x( 10, 3) =     0.46482E-01
before: itr =  15, myrank =   1, x( 11, 2) =     0.00000E+00, x( 11, 3) =     0.46494E-01
before: itr =  15, myrank =   1, x( 12, 2) =     0.00000E+00, x( 12, 3) =     0.28723E-01
before: itr =  15, myrank =   1, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.23424E-01
before: itr =  15, myrank =   1, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.38116E-01
before: itr =  15, myrank =   1, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.38099E-01
before: itr =  15, myrank =   1, x( 16, 2) =     0.27285-314, x( 16, 3) =     0.23532E-01
after: itr =  15, myrank =   1, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
after: itr =  15, myrank =   1, x(  2, 2) =     0.00000E+00, x(  2, 3) =     0.00000E+00
after: itr =  15, myrank =   1, x(  3, 2) =     0.00000E+00, x(  3, 3) =     0.00000E+00
after: itr =  15, myrank =   1, x(  4, 2) =     0.00000E+00, x(  4, 3) =     0.00000E+00
after: itr =  15, myrank =   1, x(  5, 2) =     0.00000E+00, x(  5, 3) =     0.00000E+00
after: itr =  15, myrank =   1, x(  6, 2) =     0.00000E+00, x(  6, 3) =     0.00000E+00
after: itr =  15, myrank =   1, x(  7, 2) =     0.00000E+00, x(  7, 3) =     0.00000E+00
after: itr =  15, myrank =   1, x(  8, 2) =     0.51432-320, x(  8, 3) =     0.00000E+00
after: itr =  15, myrank =   1, x(  9, 2) =     0.00000E+00, x(  9, 3) =     0.28802E-01
after: itr =  15, myrank =   1, x( 10, 2) =     0.00000E+00, x( 10, 3) =     0.46514E-01
after: itr =  15, myrank =   1, x( 11, 2) =     0.00000E+00, x( 11, 3) =     0.46493E-01
after: itr =  15, myrank =   1, x( 12, 2) =     0.00000E+00, x( 12, 3) =     0.28738E-01
after: itr =  15, myrank =   1, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.23631E-01
after: itr =  15, myrank =   1, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.38117E-01
after: itr =  15, myrank =   1, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.38107E-01
after: itr =  15, myrank =   1, x( 16, 2) =     0.27285-314, x( 16, 3) =     0.23562E-01
before: itr =  16, myrank =   1, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
before: itr =  16, myrank =   1, x(  2, 2) =     0.00000E+00, x(  2, 3) =     0.00000E+00
before: itr =  16, myrank =   1, x(  3, 2) =     0.00000E+00, x(  3, 3) =     0.00000E+00
before: itr =  16, myrank =   1, x(  4, 2) =     0.00000E+00, x(  4, 3) =     0.00000E+00
before: itr =  16, myrank =   1, x(  5, 2) =     0.00000E+00, x(  5, 3) =     0.00000E+00
before: itr =  16, myrank =   1, x(  6, 2) =     0.00000E+00, x(  6, 3) =     0.00000E+00
before: itr =  16, myrank =   1, x(  7, 2) =     0.00000E+00, x(  7, 3) =     0.00000E+00
before: itr =  16, myrank =   1, x(  8, 2) =     0.51432-320, x(  8, 3) =     0.00000E+00
before: itr =  16, myrank =   1, x(  9, 2) =     0.00000E+00, x(  9, 3) =     0.28802E-01
before: itr =  16, myrank =   1, x( 10, 2) =     0.00000E+00, x( 10, 3) =     0.46514E-01
before: itr =  16, myrank =   1, x( 11, 2) =     0.00000E+00, x( 11, 3) =     0.46493E-01
before: itr =  16, myrank =   1, x( 12, 2) =     0.00000E+00, x( 12, 3) =     0.28738E-01
before: itr =  16, myrank =   1, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.23631E-01
before: itr =  16, myrank =   1, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.38117E-01
before: itr =  16, myrank =   1, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.38107E-01
before: itr =  16, myrank =   1, x( 16, 2) =     0.27285-314, x( 16, 3) =     0.23562E-01
after: itr =  16, myrank =   1, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
after: itr =  16, myrank =   1, x(  2, 2) =     0.00000E+00, x(  2, 3) =     0.00000E+00
after: itr =  16, myrank =   1, x(  3, 2) =     0.00000E+00, x(  3, 3) =     0.00000E+00
after: itr =  16, myrank =   1, x(  4, 2) =     0.00000E+00, x(  4, 3) =     0.00000E+00
after: itr =  16, myrank =   1, x(  5, 2) =     0.00000E+00, x(  5, 3) =     0.00000E+00
after: itr =  16, myrank =   1, x(  6, 2) =     0.00000E+00, x(  6, 3) =     0.00000E+00
after: itr =  16, myrank =   1, x(  7, 2) =     0.00000E+00, x(  7, 3) =     0.00000E+00
after: itr =  16, myrank =   1, x(  8, 2) =     0.51432-320, x(  8, 3) =     0.00000E+00
after: itr =  16, myrank =   1, x(  9, 2) =     0.00000E+00, x(  9, 3) =     0.28715E-01
after: itr =  16, myrank =   1, x( 10, 2) =     0.00000E+00, x( 10, 3) =     0.46482E-01
after: itr =  16, myrank =   1, x( 11, 2) =     0.00000E+00, x( 11, 3) =     0.46496E-01
after: itr =  16, myrank =   1, x( 12, 2) =     0.00000E+00, x( 12, 3) =     0.28738E-01
after: itr =  16, myrank =   1, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.23505E-01
after: itr =  16, myrank =   1, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.38089E-01
after: itr =  16, myrank =   1, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.38106E-01
after: itr =  16, myrank =   1, x( 16, 2) =     0.27285-314, x( 16, 3) =     0.23546E-01
before: itr =  17, myrank =   1, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
before: itr =  17, myrank =   1, x(  2, 2) =     0.00000E+00, x(  2, 3) =     0.00000E+00
before: itr =  17, myrank =   1, x(  3, 2) =     0.00000E+00, x(  3, 3) =     0.00000E+00
before: itr =  17, myrank =   1, x(  4, 2) =     0.00000E+00, x(  4, 3) =     0.00000E+00
before: itr =  17, myrank =   1, x(  5, 2) =     0.00000E+00, x(  5, 3) =     0.00000E+00
before: itr =  17, myrank =   1, x(  6, 2) =     0.00000E+00, x(  6, 3) =     0.00000E+00
before: itr =  17, myrank =   1, x(  7, 2) =     0.00000E+00, x(  7, 3) =     0.00000E+00
before: itr =  17, myrank =   1, x(  8, 2) =     0.51432-320, x(  8, 3) =     0.00000E+00
before: itr =  17, myrank =   1, x(  9, 2) =     0.00000E+00, x(  9, 3) =     0.28715E-01
before: itr =  17, myrank =   1, x( 10, 2) =     0.00000E+00, x( 10, 3) =     0.46482E-01
before: itr =  17, myrank =   1, x( 11, 2) =     0.00000E+00, x( 11, 3) =     0.46496E-01
before: itr =  17, myrank =   1, x( 12, 2) =     0.00000E+00, x( 12, 3) =     0.28738E-01
before: itr =  17, myrank =   1, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.23505E-01
before: itr =  17, myrank =   1, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.38089E-01
before: itr =  17, myrank =   1, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.38106E-01
before: itr =  17, myrank =   1, x( 16, 2) =     0.27285-314, x( 16, 3) =     0.23546E-01
after: itr =  17, myrank =   1, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
after: itr =  17, myrank =   1, x(  2, 2) =     0.00000E+00, x(  2, 3) =     0.00000E+00
after: itr =  17, myrank =   1, x(  3, 2) =     0.00000E+00, x(  3, 3) =     0.00000E+00
after: itr =  17, myrank =   1, x(  4, 2) =     0.00000E+00, x(  4, 3) =     0.00000E+00
after: itr =  17, myrank =   1, x(  5, 2) =     0.00000E+00, x(  5, 3) =     0.00000E+00
after: itr =  17, myrank =   1, x(  6, 2) =     0.00000E+00, x(  6, 3) =     0.00000E+00
after: itr =  17, myrank =   1, x(  7, 2) =     0.00000E+00, x(  7, 3) =     0.00000E+00
after: itr =  17, myrank =   1, x(  8, 2) =     0.51432-320, x(  8, 3) =     0.00000E+00
after: itr =  17, myrank =   1, x(  9, 2) =     0.00000E+00, x(  9, 3) =     0.28738E-01
after: itr =  17, myrank =   1, x( 10, 2) =     0.00000E+00, x( 10, 3) =     0.46503E-01
after: itr =  17, myrank =   1, x( 11, 2) =     0.00000E+00, x( 11, 3) =     0.46498E-01
after: itr =  17, myrank =   1, x( 12, 2) =     0.00000E+00, x( 12, 3) =     0.28734E-01
after: itr =  17, myrank =   1, x( 13, 2) =     0.00000E+00, x( 13, 3) =     0.23573E-01
after: itr =  17, myrank =   1, x( 14, 2) =     0.00000E+00, x( 14, 3) =     0.38121E-01
after: itr =  17, myrank =   1, x( 15, 2) =     0.00000E+00, x( 15, 3) =     0.38108E-01
after: itr =  17, myrank =   1, x( 16, 2) =     0.27285-314, x( 16, 3) =     0.23553E-01
before: itr =  18, myrank =   1, x(  1, 2) =     0.00000E+00, x(  1, 3) =     0.00000E+00
before: itr =  18, myrank =   1, x(  2, 2) =     0.00000E+00, x(  2, 3) =     0.00000E+00
before: itr =  18, myrank =   1, x(  3, 2) =     0.00000E+00, x(  3, 3) =     0.00000E+00
before: itr =  18, myrank =   1, x(  4, 2) =     0.00000E+00, x(  4, 3) =     0.00000E+00
